Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
AMBOS SEXOS;A Coruña;Radioterampia y dosimetría;11
AMBOS SEXOS;A Coruña;22 SEGURIDAD Y MEDIO AMBIENTE;48
AMBOS SEXOS;A Coruña;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;A Coruña;Educación y control ambiental;0
AMBOS SEXOS;A Coruña;Prevención de riesgos profesionales (LOGSE);18
AMBOS SEXOS;A Coruña;Química y salud ambiental;30
AMBOS SEXOS;A Coruña;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;524
AMBOS SEXOS;A Coruña;Animación sociocultural y turística;53
AMBOS SEXOS;A Coruña;Educación infantil;308
AMBOS SEXOS;A Coruña;Integración social;125
AMBOS SEXOS;A Coruña;Mediación comunicativa;38
AMBOS SEXOS;A Coruña;Promoción de igualdad de género;0
AMBOS SEXOS;A Coruña;24 TEXTIL, CONFECCIÓN Y PIEL;31
AMBOS SEXOS;A Coruña;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;A Coruña;Patronaje y moda;31
AMBOS SEXOS;A Coruña;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;A Coruña;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;A Coruña;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;103
AMBOS SEXOS;A Coruña;Automoción;103
AMBOS SEXOS;A Coruña;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
AMBOS SEXOS;A Coruña;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;A Coruña;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;A Coruña;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;A Coruña;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;A Coruña;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;Lugo;00 TOTAL;731
AMBOS SEXOS;Lugo;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;30
AMBOS SEXOS;Lugo;Enseñanza y animación sociodeportiva;30
AMBOS SEXOS;Lugo;Acondicionamiento físico;0
AMBOS SEXOS;Lugo;02 ADMINISTRACIÓN Y GESTIÓN;125
AMBOS SEXOS;Lugo;Administración y finanzas;107
AMBOS SEXOS;Lugo;Asistencia a la dirección;18
AMBOS SEXOS;Lugo;03 AGRARIA;39
AMBOS SEXOS;Lugo;Ganadería y asistencia en sanidad animal;0
AMBOS SEXOS;Lugo;Gestión forestal y del medio natural;39
AMBOS SEXOS;Lugo;Paisajismo y medio rural;0
AMBOS SEXOS;Lugo;04 ARTES GRÁFICAS;0
AMBOS SEXOS;Lugo;Diseño y edición de publicaciones impresas y multimedia;0
AMBOS SEXOS;Lugo;Diseño y gestión de la producción gráfica;0
AMBOS SEXOS;Lugo;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;Lugo;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;Lugo;06 COMERCIO Y MARKETING;54
AMBOS SEXOS;Lugo;Comercio internacional;0
AMBOS SEXOS;Lugo;Gestión de ventas y espacios comerciales;25
AMBOS SEXOS;Lugo;Marketing y publicidad;29
AMBOS SEXOS;Lugo;Transporte y logística;0
AMBOS SEXOS;Lugo;07 EDIFICACIÓN Y OBRA CIVIL;5
AMBOS SEXOS;Lugo;Organización y control de obras de construcción;0
AMBOS SEXOS;Lugo;Proyectos de edificación;5
AMBOS SEXOS;Lugo;Proyectos de obra civil;0
AMBOS SEXOS;Lugo;08 ELECTRICIDAD Y ELECTRÓNICA;46
AMBOS SEXOS;Lugo;Automatización y robótica industrial;9
AMBOS SEXOS;Lugo;Electromedicina clínica;0
AMBOS SEXOS;Lugo;Mantenimiento electrónico;0
AMBOS SEXOS;Lugo;Sistemas de telecomunicaciones e informáticos;17
AMBOS SEXOS;Lugo;Sistemas electrotécnicos y automatizados;20
AMBOS SEXOS;Lugo;09 ENERGÍA Y AGUA;16
AMBOS SEXOS;Lugo;Eficiencia energética y energía solar térmica;16
AMBOS SEXOS;Lugo;Energías renovables;0
AMBOS SEXOS;Lugo;Centrales eléctricas;0
AMBOS SEXOS;Lugo;Gestión de agua;0
AMBOS SEXOS;Lugo;10 FABRICACIÓN MECÁNICA;18
AMBOS SEXOS;Lugo;Construcciones metálicas;3
AMBOS SEXOS;Lugo;Diseño en fabricación mecánica;0
AMBOS SEXOS;Lugo;Óptica de anteojería (LOGSE);0
AMBOS SEXOS;Lugo;Programación de la producción en fabricación mecánica;10
AMBOS SEXOS;Lugo;Programación de la producción en moldeo de metales y polímeros;5
AMBOS SEXOS;Lugo;11 HOSTELERÍA Y TURISMO;33
AMBOS SEXOS;Lugo;Agencias de viajes y gestión de eventos;0
AMBOS SEXOS;Lugo;Dirección de cocina;25
AMBOS SEXOS;Lugo;Dirección de servicios de restauración;4
AMBOS SEXOS;Lugo;Gestión de alojamientos turísticos;0
AMBOS SEXOS;Lugo;Guía, información y asistencias turísticas;4
AMBOS SEXOS;Lugo;12 IMAGEN PERSONAL;24
AMBOS SEXOS;Lugo;Asesoría de imagen personal y corporativa;0
AMBOS SEXOS;Lugo;Caracterización y maquillaje profesional;0
AMBOS SEXOS;Lugo;Estética integral y bienestar;21
AMBOS SEXOS;Lugo;Estilismo y dirección de peluquería;3
AMBOS SEXOS;Lugo;Termalismo y bienestar;0
AMBOS SEXOS;Lugo;13 IMAGEN Y SONIDO;13
AMBOS SEXOS;Lugo;Animaciones 3D, juegos y entornos interactivos;0
AMBOS SEXOS;Lugo;Iluminación, captación y tratamiento de Imagen;0
AMBOS SEXOS;Lugo;Producción de audiovisuales y espectáculos;9
AMBOS SEXOS;Lugo;Realización de proyectos de audiovisuales y espectáculos;4
AMBOS SEXOS;Lugo;Sonido para audiovisuales y espectáculos;0
AMBOS SEXOS;Lugo;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Lugo;14 INDUSTRIAS ALIMENTARIAS;9
AMBOS SEXOS;Lugo;Procesos y calidad en la industria alimentaria;2
AMBOS SEXOS;Lugo;Vitivinicultura;7
AMBOS SEXOS;Lugo;16 INFORMÁTICA Y COMUNICACIONES;62
AMBOS SEXOS;Lugo;Administración de sistemas informáticos en red;17
AMBOS SEXOS;Lugo;Desarrollo de aplicaciones multiplataforma;20
AMBOS SEXOS;Lugo;Desarrollo de aplicaciones web;25
AMBOS SEXOS;Lugo;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Lugo;17 INSTALACIÓN Y MANTENIMIENTO;16
AMBOS SEXOS;Lugo;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Lugo;Mantenimiento de instalaciones térmicas y de fluidos;8
AMBOS SEXOS;Lugo;Mecatrónica industrial;8
AMBOS SEXOS;Lugo;18 MADERA, MUEBLE Y CORCHO;2
AMBOS SEXOS;Lugo;Diseño y amueblamiento;2
AMBOS SEXOS;Lugo;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Lugo;Acuicultura;0
AMBOS SEXOS;Lugo;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Lugo;Transporte marítimo y pesca de altura;0
AMBOS SEXOS;Lugo;20 QUÍMICA;25
AMBOS SEXOS;Lugo;Fabricación de Productos Farmaceuticos;0
AMBOS SEXOS;Lugo;Laboratorio de análisis y de control de calidad;17
AMBOS SEXOS;Lugo;Química industrial;8
AMBOS SEXOS;Lugo;21 SANIDAD;39
AMBOS SEXOS;Lugo;Anatomía patológica y citodiagnostico;0
AMBOS SEXOS;Lugo;Audiología protésica;0
AMBOS SEXOS;Lugo;Dietética (LOGSE);0
AMBOS SEXOS;Lugo;Documentación y administración sanitaria;0
AMBOS SEXOS;Lugo;Higiene bucodental;0
AMBOS SEXOS;Lugo;Imagen para el diagnóstico y medicina nuclear;0
AMBOS SEXOS;Lugo;Laboratorio clinico y biomédico;21
AMBOS SEXOS;Lugo;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;Lugo;Prótesis dentales;18
AMBOS SEXOS;Lugo;Radioterampia y dosimetría;0
AMBOS SEXOS;Lugo;22 SEGURIDAD Y MEDIO AMBIENTE;6
AMBOS SEXOS;Lugo;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;Lugo;Educación y control ambiental;0
AMBOS SEXOS;Lugo;Prevención de riesgos profesionales (LOGSE);0
AMBOS SEXOS;Lugo;Química y salud ambiental;6
AMBOS SEXOS;Lugo;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;98
AMBOS SEXOS;Lugo;Animación sociocultural y turística;0
AMBOS SEXOS;Lugo;Educación infantil;85
AMBOS SEXOS;Lugo;Integración social;13
AMBOS SEXOS;Lugo;Mediación comunicativa;0
AMBOS SEXOS;Lugo;Promoción de igualdad de género;0
AMBOS SEXOS;Lugo;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Lugo;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;Lugo;Patronaje y moda;0
AMBOS SEXOS;Lugo;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;Lugo;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;Lugo;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;71
AMBOS SEXOS;Lugo;Automoción;56
AMBOS SEXOS;Lugo;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;15
AMBOS SEXOS;Lugo;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;Lugo;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;Lugo;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;Lugo;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Lugo;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;Ourense;00 TOTAL;610
AMBOS SEXOS;Ourense;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;28
AMBOS SEXOS;Ourense;Enseñanza y animación sociodeportiva;28
AMBOS SEXOS;Ourense;Acondicionamiento físico;0
AMBOS SEXOS;Ourense;02 ADMINISTRACIÓN Y GESTIÓN;99
AMBOS SEXOS;Ourense;Administración y finanzas;88
AMBOS SEXOS;Ourense;Asistencia a la dirección;11
AMBOS SEXOS;Ourense;03 AGRARIA;18
AMBOS SEXOS;Ourense;Ganadería y asistencia en sanidad animal;0
AMBOS SEXOS;Ourense;Gestión forestal y del medio natural;18
AMBOS SEXOS;Ourense;Paisajismo y medio rural;0
AMBOS SEXOS;Ourense;04 ARTES GRÁFICAS;0
AMBOS SEXOS;Ourense;Diseño y edición de publicaciones impresas y multimedia;0
AMBOS SEXOS;Ourense;Diseño y gestión de la producción gráfica;0
AMBOS SEXOS;Ourense;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;Ourense;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;Ourense;06 COMERCIO Y MARKETING;16
AMBOS SEXOS;Ourense;Comercio internacional;0
AMBOS SEXOS;Ourense;Gestión de ventas y espacios comerciales;16
AMBOS SEXOS;Ourense;Marketing y publicidad;0
AMBOS SEXOS;Ourense;Transporte y logística;0
AMBOS SEXOS;Ourense;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;Ourense;Organización y control de obras de construcción;0
AMBOS SEXOS;Ourense;Proyectos de edificación;0
AMBOS SEXOS;Ourense;Proyectos de obra civil;0
AMBOS SEXOS;Ourense;08 ELECTRICIDAD Y ELECTRÓNICA;36
AMBOS SEXOS;Ourense;Automatización y robótica industrial;18
AMBOS SEXOS;Ourense;Electromedicina clínica;0
AMBOS SEXOS;Ourense;Mantenimiento electrónico;0
AMBOS SEXOS;Ourense;Sistemas de telecomunicaciones e informáticos;5
AMBOS SEXOS;Ourense;Sistemas electrotécnicos y automatizados;13
AMBOS SEXOS;Ourense;09 ENERGÍA Y AGUA;3
AMBOS SEXOS;Ourense;Eficiencia energética y energía solar térmica;3
AMBOS SEXOS;Ourense;Energías renovables;0
AMBOS SEXOS;Ourense;Centrales eléctricas;0
AMBOS SEXOS;Ourense;Gestión de agua;0
AMBOS SEXOS;Ourense;10 FABRICACIÓN MECÁNICA;13
AMBOS SEXOS;Ourense;Construcciones metálicas;0
AMBOS SEXOS;Ourense;Diseño en fabricación mecánica;0
AMBOS SEXOS;Ourense;Óptica de anteojería (LOGSE);0
AMBOS SEXOS;Ourense;Programación de la producción en fabricación mecánica;13
AMBOS SEXOS;Ourense;Programación de la producción en moldeo de metales y polímeros;0
AMBOS SEXOS;Ourense;11 HOSTELERÍA Y TURISMO;41
AMBOS SEXOS;Ourense;Agencias de viajes y gestión de eventos;10
AMBOS SEXOS;Ourense;Dirección de cocina;17
AMBOS SEXOS;Ourense;Dirección de servicios de restauración;1
AMBOS SEXOS;Ourense;Gestión de alojamientos turísticos;4
AMBOS SEXOS;Ourense;Guía, información y asistencias turísticas;9
AMBOS SEXOS;Ourense;12 IMAGEN PERSONAL;16
AMBOS SEXOS;Ourense;Asesoría de imagen personal y corporativa;0
AMBOS SEXOS;Ourense;Caracterización y maquillaje profesional;0
AMBOS SEXOS;Ourense;Estética integral y bienestar;10
AMBOS SEXOS;Ourense;Estilismo y dirección de peluquería;0
AMBOS SEXOS;Ourense;Termalismo y bienestar;6
AMBOS SEXOS;Ourense;13 IMAGEN Y SONIDO;12
AMBOS SEXOS;Ourense;Animaciones 3D, juegos y entornos interactivos;0
AMBOS SEXOS;Ourense;Iluminación, captación y tratamiento de Imagen;0
AMBOS SEXOS;Ourense;Producción de audiovisuales y espectáculos;12
AMBOS SEXOS;Ourense;Realización de proyectos de audiovisuales y espectáculos;0
AMBOS SEXOS;Ourense;Sonido para audiovisuales y espectáculos;0
AMBOS SEXOS;Ourense;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Ourense;14 INDUSTRIAS ALIMENTARIAS;1
AMBOS SEXOS;Ourense;Procesos y calidad en la industria alimentaria;0
AMBOS SEXOS;Ourense;Vitivinicultura;1
AMBOS SEXOS;Ourense;16 INFORMÁTICA Y COMUNICACIONES;72
AMBOS SEXOS;Ourense;Administración de sistemas informáticos en red;17
AMBOS SEXOS;Ourense;Desarrollo de aplicaciones multiplataforma;34
AMBOS SEXOS;Ourense;Desarrollo de aplicaciones web;21
AMBOS SEXOS;Ourense;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Ourense;17 INSTALACIÓN Y MANTENIMIENTO;27
AMBOS SEXOS;Ourense;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Ourense;Mantenimiento de instalaciones térmicas y de fluidos;8
AMBOS SEXOS;Ourense;Mecatrónica industrial;19
AMBOS SEXOS;Ourense;18 MADERA, MUEBLE Y CORCHO;0
AMBOS SEXOS;Ourense;Diseño y amueblamiento;0
AMBOS SEXOS;Ourense;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Ourense;Acuicultura;0
AMBOS SEXOS;Ourense;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Ourense;Transporte marítimo y pesca de altura;0
AMBOS SEXOS;Ourense;20 QUÍMICA;10
AMBOS SEXOS;Ourense;Fabricación de Productos Farmaceuticos;0
AMBOS SEXOS;Ourense;Laboratorio de análisis y de control de calidad;10
AMBOS SEXOS;Ourense;Química industrial;0
AMBOS SEXOS;Ourense;21 SANIDAD;104
AMBOS SEXOS;Ourense;Anatomía patológica y citodiagnostico;0
AMBOS SEXOS;Ourense;Audiología protésica;0
AMBOS SEXOS;Ourense;Dietética (LOGSE);20
AMBOS SEXOS;Ourense;Documentación y administración sanitaria;25
AMBOS SEXOS;Ourense;Higiene bucodental;31
AMBOS SEXOS;Ourense;Imagen para el diagnóstico y medicina nuclear;0
AMBOS SEXOS;Ourense;Laboratorio clinico y biomédico;18
AMBOS SEXOS;Ourense;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;Ourense;Prótesis dentales;10
AMBOS SEXOS;Ourense;Radioterampia y dosimetría;0
AMBOS SEXOS;Ourense;22 SEGURIDAD Y MEDIO AMBIENTE;6
AMBOS SEXOS;Ourense;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;Ourense;Educación y control ambiental;0
AMBOS SEXOS;Ourense;Prevención de riesgos profesionales (LOGSE);0
AMBOS SEXOS;Ourense;Química y salud ambiental;6
AMBOS SEXOS;Ourense;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92
AMBOS SEXOS;Ourense;Animación sociocultural y turística;26
AMBOS SEXOS;Ourense;Educación infantil;47
AMBOS SEXOS;Ourense;Integración social;19
AMBOS SEXOS;Ourense;Mediación comunicativa;0
AMBOS SEXOS;Ourense;Promoción de igualdad de género;0
AMBOS SEXOS;Ourense;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Ourense;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;Ourense;Patronaje y moda;0
AMBOS SEXOS;Ourense;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;Ourense;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;Ourense;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;16
AMBOS SEXOS;Ourense;Automoción;16
AMBOS SEXOS;Ourense;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
AMBOS SEXOS;Ourense;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;Ourense;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;Ourense;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;Ourense;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Ourense;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;Pontevedra;00 TOTAL;2.882
AMBOS SEXOS;Pontevedra;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;142
AMBOS SEXOS;Pontevedra;Enseñanza y animación sociodeportiva;67
AMBOS SEXOS;Pontevedra;Acondicionamiento físico;75
AMBOS SEXOS;Pontevedra;02 ADMINISTRACIÓN Y GESTIÓN;397
AMBOS SEXOS;Pontevedra;Administración y finanzas;333
AMBOS SEXOS;Pontevedra;Asistencia a la dirección;64
AMBOS SEXOS;Pontevedra;03 AGRARIA;63
AMBOS SEXOS;Pontevedra;Ganadería y asistencia en sanidad animal;0
AMBOS SEXOS;Pontevedra;Gestión forestal y del medio natural;62
AMBOS SEXOS;Pontevedra;Paisajismo y medio rural;1
AMBOS SEXOS;Pontevedra;04 ARTES GRÁFICAS;12
AMBOS SEXOS;Pontevedra;Diseño y edición de publicaciones impresas y multimedia;0
AMBOS SEXOS;Pontevedra;Diseño y gestión de la producción gráfica;12
AMBOS SEXOS;Pontevedra;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;Pontevedra;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;Pontevedra;06 COMERCIO Y MARKETING;184
AMBOS SEXOS;Pontevedra;Comercio internacional;64
AMBOS SEXOS;Pontevedra;Gestión de ventas y espacios comerciales;69
AMBOS SEXOS;Pontevedra;Marketing y publicidad;33
AMBOS SEXOS;Pontevedra;Transporte y logística;18
AMBOS SEXOS;Pontevedra;07 EDIFICACIÓN Y OBRA CIVIL;34
AMBOS SEXOS;Pontevedra;Organización y control de obras de construcción;0
AMBOS SEXOS;Pontevedra;Proyectos de edificación;25
AMBOS SEXOS;Pontevedra;Proyectos de obra civil;9
AMBOS SEXOS;Pontevedra;08 ELECTRICIDAD Y ELECTRÓNICA;255
AMBOS SEXOS;Pontevedra;Automatización y robótica industrial;118
AMBOS SEXOS;Pontevedra;Electromedicina clínica;0
AMBOS SEXOS;Pontevedra;Mantenimiento electrónico;59
AMBOS SEXOS;Pontevedra;Sistemas de telecomunicaciones e informáticos;43
AMBOS SEXOS;Pontevedra;Sistemas electrotécnicos y automatizados;35
AMBOS SEXOS;Pontevedra;09 ENERGÍA Y AGUA;16
AMBOS SEXOS;Pontevedra;Eficiencia energética y energía solar térmica;9
AMBOS SEXOS;Pontevedra;Energías renovables;7
AMBOS SEXOS;Pontevedra;Centrales eléctricas;0
AMBOS SEXOS;Pontevedra;Gestión de agua;0
AMBOS SEXOS;Pontevedra;10 FABRICACIÓN MECÁNICA;88
AMBOS SEXOS;Pontevedra;Construcciones metálicas;24
AMBOS SEXOS;Pontevedra;Diseño en fabricación mecánica;20
AMBOS SEXOS;Pontevedra;Óptica de anteojería (LOGSE);0
AMBOS SEXOS;Pontevedra;Programación de la producción en fabricación mecánica;43
AMBOS SEXOS;Pontevedra;Programación de la producción en moldeo de metales y polímeros;1
AMBOS SEXOS;Pontevedra;11 HOSTELERÍA Y TURISMO;149
AMBOS SEXOS;Pontevedra;Agencias de viajes y gestión de eventos;27
AMBOS SEXOS;Pontevedra;Dirección de cocina;39
AMBOS SEXOS;Pontevedra;Dirección de servicios de restauración;19
AMBOS SEXOS;Pontevedra;Gestión de alojamientos turísticos;41
AMBOS SEXOS;Pontevedra;Guía, información y asistencias turísticas;23
AMBOS SEXOS;Pontevedra;12 IMAGEN PERSONAL;61
AMBOS SEXOS;Pontevedra;Asesoría de imagen personal y corporativa;12
AMBOS SEXOS;Pontevedra;Caracterización y maquillaje profesional;14
AMBOS SEXOS;Pontevedra;Estética integral y bienestar;35
AMBOS SEXOS;Pontevedra;Estilismo y dirección de peluquería;0
AMBOS SEXOS;Pontevedra;Termalismo y bienestar;0
AMBOS SEXOS;Pontevedra;13 IMAGEN Y SONIDO;139
AMBOS SEXOS;Pontevedra;Animaciones 3D, juegos y entornos interactivos;24
AMBOS SEXOS;Pontevedra;Iluminación, captación y tratamiento de Imagen;43
AMBOS SEXOS;Pontevedra;Producción de audiovisuales y espectáculos;26
AMBOS SEXOS;Pontevedra;Realización de proyectos de audiovisuales y espectáculos;29
AMBOS SEXOS;Pontevedra;Sonido para audiovisuales y espectáculos;17
AMBOS SEXOS;Pontevedra;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Pontevedra;14 INDUSTRIAS ALIMENTARIAS;16
AMBOS SEXOS;Pontevedra;Procesos y calidad en la industria alimentaria;0
AMBOS SEXOS;Pontevedra;Vitivinicultura;16
AMBOS SEXOS;Pontevedra;16 INFORMÁTICA Y COMUNICACIONES;300
AMBOS SEXOS;Pontevedra;Administración de sistemas informáticos en red;99
AMBOS SEXOS;Pontevedra;Desarrollo de aplicaciones multiplataforma;141
AMBOS SEXOS;Pontevedra;Desarrollo de aplicaciones web;60
AMBOS SEXOS;Pontevedra;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Pontevedra;17 INSTALACIÓN Y MANTENIMIENTO;70
AMBOS SEXOS;Pontevedra;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Pontevedra;Mantenimiento de instalaciones térmicas y de fluidos;11
AMBOS SEXOS;Pontevedra;Mecatrónica industrial;59
AMBOS SEXOS;Pontevedra;18 MADERA, MUEBLE Y CORCHO;17
AMBOS SEXOS;Pontevedra;Diseño y amueblamiento;17
AMBOS SEXOS;Pontevedra;19 MARÍTIMO-PESQUERA;59
AMBOS SEXOS;Pontevedra;Acuicultura;22
AMBOS SEXOS;Pontevedra;Organización del mantenimiento de maquinaria de buques y embarcaciones;22
AMBOS SEXOS;Pontevedra;Transporte marítimo y pesca de altura;15
AMBOS SEXOS;Pontevedra;20 QUÍMICA;49
AMBOS SEXOS;Pontevedra;Fabricación de Productos Farmaceuticos;9
AMBOS SEXOS;Pontevedra;Laboratorio de análisis y de control de calidad;29
AMBOS SEXOS;Pontevedra;Química industrial;11
AMBOS SEXOS;Pontevedra;21 SANIDAD;450
AMBOS SEXOS;Pontevedra;Anatomía patológica y citodiagnostico;128
AMBOS SEXOS;Pontevedra;Audiología protésica;14
AMBOS SEXOS;Pontevedra;Dietética (LOGSE);46
AMBOS SEXOS;Pontevedra;Documentación y administración sanitaria;17
AMBOS SEXOS;Pontevedra;Higiene bucodental;55
AMBOS SEXOS;Pontevedra;Imagen para el diagnóstico y medicina nuclear;52
AMBOS SEXOS;Pontevedra;Laboratorio clinico y biomédico;100
AMBOS SEXOS;Pontevedra;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;Pontevedra;Prótesis dentales;23
AMBOS SEXOS;Pontevedra;Radioterampia y dosimetría;15
AMBOS SEXOS;Pontevedra;22 SEGURIDAD Y MEDIO AMBIENTE;21
AMBOS SEXOS;Pontevedra;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;Pontevedra;Educación y control ambiental;7
AMBOS SEXOS;Pontevedra;Prevención de riesgos profesionales (LOGSE);8
AMBOS SEXOS;Pontevedra;Química y salud ambiental;6
AMBOS SEXOS;Pontevedra;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;303
AMBOS SEXOS;Pontevedra;Animación sociocultural y turística;10
AMBOS SEXOS;Pontevedra;Educación infantil;179
AMBOS SEXOS;Pontevedra;Integración social;78
AMBOS SEXOS;Pontevedra;Mediación comunicativa;12
AMBOS SEXOS;Pontevedra;Promoción de igualdad de género;24
AMBOS SEXOS;Pontevedra;24 TEXTIL, CONFECCIÓN Y PIEL;11
AMBOS SEXOS;Pontevedra;Diseño y producción de calzado y complementos;0
