Sexo;Comunidad autónoma/provincia;Ciclo formativo (1);Total
AMBOS SEXOS;Málaga;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Málaga;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;Málaga;02 ADMINISTRACIÓN Y GESTIÓN;131
AMBOS SEXOS;Málaga;Servicios administrativos;131
AMBOS SEXOS;Málaga;03 AGRARIA;43
AMBOS SEXOS;Málaga;Actividades agropecuarias;16
AMBOS SEXOS;Málaga;Agro-jardinería y composiciones florales;27
AMBOS SEXOS;Málaga;Aprovechamientos forestales;0
AMBOS SEXOS;Málaga;04 ARTES GRÁFICAS;0
AMBOS SEXOS;Málaga;Artes gráficas;0
AMBOS SEXOS;Málaga;06 COMERCIO Y MARKETING;55
AMBOS SEXOS;Málaga;Servicios comerciales;55
AMBOS SEXOS;Málaga;07 EDIFICACIÓN Y OBRA CIVIL;26
AMBOS SEXOS;Málaga;Reforma y mantenimiento de edificios;26
AMBOS SEXOS;Málaga;08 ELECTRICIDAD Y ELECTRÓNICA;72
AMBOS SEXOS;Málaga;Electricidad y electrónica;72
AMBOS SEXOS;Málaga;Instalaciones electrotécnicas y mecánica;0
AMBOS SEXOS;Málaga;10 FABRICACIÓN MECÁNICA;12
AMBOS SEXOS;Málaga;Fabricación de elementos metálicos;0
AMBOS SEXOS;Málaga;Fabricación y montaje;12
AMBOS SEXOS;Málaga;11 HOSTELERÍA Y TURISMO;56
AMBOS SEXOS;Málaga;Actividades de panadería y pastelería;0
AMBOS SEXOS;Málaga;Alojamiento y lavandería;2
AMBOS SEXOS;Málaga;Cocina y restauración;54
AMBOS SEXOS;Málaga;12 IMAGEN PERSONAL;41
AMBOS SEXOS;Málaga;Peluquería y estética;41
AMBOS SEXOS;Málaga;14 INDUSTRIAS ALIMENTARIAS;0
AMBOS SEXOS;Málaga;Industrias alimentarias;0
AMBOS SEXOS;Málaga;16 INFORMÁTICA Y COMUNICACIONES;125
AMBOS SEXOS;Málaga;Informática de oficina;12
AMBOS SEXOS;Málaga;Informática y comunicaciones;113
AMBOS SEXOS;Málaga;17 INSTALACIÓN Y MANTENIMIENTO;0
AMBOS SEXOS;Málaga;Mantenimiento de viviendas;0
AMBOS SEXOS;Málaga;18 MADERA, MUEBLE Y CORCHO;15
AMBOS SEXOS;Málaga;Carpintería y mueble;15
AMBOS SEXOS;Málaga;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Málaga;Actividades marítimo-pesqueras;0
AMBOS SEXOS;Málaga;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;12
AMBOS SEXOS;Málaga;Actividades domésticas y limpieza de edificios;12
AMBOS SEXOS;Málaga;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Málaga;Arreglo y reparación de artículos textiles y de piel;0
AMBOS SEXOS;Málaga;Tapicería y cortinaje;0
AMBOS SEXOS;Málaga;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;47
AMBOS SEXOS;Málaga;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;Málaga;Mantenimiento de vehículos;47
AMBOS SEXOS;Málaga;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Málaga;Vidriería y alfarería;0
AMBOS SEXOS;Sevilla;00 TOTAL;813
AMBOS SEXOS;Sevilla;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Sevilla;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;Sevilla;02 ADMINISTRACIÓN Y GESTIÓN;168
AMBOS SEXOS;Sevilla;Servicios administrativos;168
AMBOS SEXOS;Sevilla;03 AGRARIA;87
AMBOS SEXOS;Sevilla;Actividades agropecuarias;0
AMBOS SEXOS;Sevilla;Agro-jardinería y composiciones florales;87
AMBOS SEXOS;Sevilla;Aprovechamientos forestales;0
AMBOS SEXOS;Sevilla;04 ARTES GRÁFICAS;0
AMBOS SEXOS;Sevilla;Artes gráficas;0
AMBOS SEXOS;Sevilla;06 COMERCIO Y MARKETING;22
AMBOS SEXOS;Sevilla;Servicios comerciales;22
AMBOS SEXOS;Sevilla;07 EDIFICACIÓN Y OBRA CIVIL;15
AMBOS SEXOS;Sevilla;Reforma y mantenimiento de edificios;15
AMBOS SEXOS;Sevilla;08 ELECTRICIDAD Y ELECTRÓNICA;99
AMBOS SEXOS;Sevilla;Electricidad y electrónica;99
AMBOS SEXOS;Sevilla;Instalaciones electrotécnicas y mecánica;0
AMBOS SEXOS;Sevilla;10 FABRICACIÓN MECÁNICA;78
AMBOS SEXOS;Sevilla;Fabricación de elementos metálicos;0
AMBOS SEXOS;Sevilla;Fabricación y montaje;78
AMBOS SEXOS;Sevilla;11 HOSTELERÍA Y TURISMO;33
AMBOS SEXOS;Sevilla;Actividades de panadería y pastelería;0
AMBOS SEXOS;Sevilla;Alojamiento y lavandería;6
AMBOS SEXOS;Sevilla;Cocina y restauración;27
AMBOS SEXOS;Sevilla;12 IMAGEN PERSONAL;38
AMBOS SEXOS;Sevilla;Peluquería y estética;38
AMBOS SEXOS;Sevilla;14 INDUSTRIAS ALIMENTARIAS;0
AMBOS SEXOS;Sevilla;Industrias alimentarias;0
AMBOS SEXOS;Sevilla;16 INFORMÁTICA Y COMUNICACIONES;205
AMBOS SEXOS;Sevilla;Informática de oficina;55
AMBOS SEXOS;Sevilla;Informática y comunicaciones;150
AMBOS SEXOS;Sevilla;17 INSTALACIÓN Y MANTENIMIENTO;0
AMBOS SEXOS;Sevilla;Mantenimiento de viviendas;0
AMBOS SEXOS;Sevilla;18 MADERA, MUEBLE Y CORCHO;7
AMBOS SEXOS;Sevilla;Carpintería y mueble;7
AMBOS SEXOS;Sevilla;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Sevilla;Actividades marítimo-pesqueras;0
AMBOS SEXOS;Sevilla;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;8
AMBOS SEXOS;Sevilla;Actividades domésticas y limpieza de edificios;8
AMBOS SEXOS;Sevilla;24 TEXTIL, CONFECCIÓN Y PIEL;6
AMBOS SEXOS;Sevilla;Arreglo y reparación de artículos textiles y de piel;0
AMBOS SEXOS;Sevilla;Tapicería y cortinaje;6
AMBOS SEXOS;Sevilla;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;47
AMBOS SEXOS;Sevilla;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;Sevilla;Mantenimiento de vehículos;47
AMBOS SEXOS;Sevilla;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Sevilla;Vidriería y alfarería;0
AMBOS SEXOS;02 ARAGÓN;00 TOTAL;671
AMBOS SEXOS;02 ARAGÓN;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;02 ARAGÓN;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;02 ARAGÓN;02 ADMINISTRACIÓN Y GESTIÓN;125
AMBOS SEXOS;02 ARAGÓN;Servicios administrativos;125
AMBOS SEXOS;02 ARAGÓN;03 AGRARIA;35
AMBOS SEXOS;02 ARAGÓN;Actividades agropecuarias;6
AMBOS SEXOS;02 ARAGÓN;Agro-jardinería y composiciones florales;17
AMBOS SEXOS;02 ARAGÓN;Aprovechamientos forestales;12
AMBOS SEXOS;02 ARAGÓN;04 ARTES GRÁFICAS;8
AMBOS SEXOS;02 ARAGÓN;Artes gráficas;8
AMBOS SEXOS;02 ARAGÓN;06 COMERCIO Y MARKETING;41
AMBOS SEXOS;02 ARAGÓN;Servicios comerciales;41
AMBOS SEXOS;02 ARAGÓN;07 EDIFICACIÓN Y OBRA CIVIL;6
AMBOS SEXOS;02 ARAGÓN;Reforma y mantenimiento de edificios;6
AMBOS SEXOS;02 ARAGÓN;08 ELECTRICIDAD Y ELECTRÓNICA;127
AMBOS SEXOS;02 ARAGÓN;Electricidad y electrónica;110
AMBOS SEXOS;02 ARAGÓN;Instalaciones electrotécnicas y mecánica;17
AMBOS SEXOS;02 ARAGÓN;10 FABRICACIÓN MECÁNICA;54
AMBOS SEXOS;02 ARAGÓN;Fabricación de elementos metálicos;10
AMBOS SEXOS;02 ARAGÓN;Fabricación y montaje;44
AMBOS SEXOS;02 ARAGÓN;11 HOSTELERÍA Y TURISMO;55
AMBOS SEXOS;02 ARAGÓN;Actividades de panadería y pastelería;0
AMBOS SEXOS;02 ARAGÓN;Alojamiento y lavandería;0
AMBOS SEXOS;02 ARAGÓN;Cocina y restauración;55
AMBOS SEXOS;02 ARAGÓN;12 IMAGEN PERSONAL;44
AMBOS SEXOS;02 ARAGÓN;Peluquería y estética;44
AMBOS SEXOS;02 ARAGÓN;14 INDUSTRIAS ALIMENTARIAS;7
AMBOS SEXOS;02 ARAGÓN;Industrias alimentarias;7
AMBOS SEXOS;02 ARAGÓN;16 INFORMÁTICA Y COMUNICACIONES;70
AMBOS SEXOS;02 ARAGÓN;Informática de oficina;19
AMBOS SEXOS;02 ARAGÓN;Informática y comunicaciones;51
AMBOS SEXOS;02 ARAGÓN;17 INSTALACIÓN Y MANTENIMIENTO;2
AMBOS SEXOS;02 ARAGÓN;Mantenimiento de viviendas;2
AMBOS SEXOS;02 ARAGÓN;18 MADERA, MUEBLE Y CORCHO;9
AMBOS SEXOS;02 ARAGÓN;Carpintería y mueble;9
AMBOS SEXOS;02 ARAGÓN;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;02 ARAGÓN;Actividades marítimo-pesqueras;0
AMBOS SEXOS;02 ARAGÓN;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
AMBOS SEXOS;02 ARAGÓN;Actividades domésticas y limpieza de edificios;0
AMBOS SEXOS;02 ARAGÓN;24 TEXTIL, CONFECCIÓN Y PIEL;2
AMBOS SEXOS;02 ARAGÓN;Arreglo y reparación de artículos textiles y de piel;2
AMBOS SEXOS;02 ARAGÓN;Tapicería y cortinaje;0
AMBOS SEXOS;02 ARAGÓN;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;86
AMBOS SEXOS;02 ARAGÓN;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;02 ARAGÓN;Mantenimiento de vehículos;86
AMBOS SEXOS;02 ARAGÓN;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;02 ARAGÓN;Vidriería y alfarería;0
AMBOS SEXOS;Huesca;00 TOTAL;121
AMBOS SEXOS;Huesca;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Huesca;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;Huesca;02 ADMINISTRACIÓN Y GESTIÓN;16
AMBOS SEXOS;Huesca;Servicios administrativos;16
AMBOS SEXOS;Huesca;03 AGRARIA;10
AMBOS SEXOS;Huesca;Actividades agropecuarias;0
AMBOS SEXOS;Huesca;Agro-jardinería y composiciones florales;0
AMBOS SEXOS;Huesca;Aprovechamientos forestales;10
AMBOS SEXOS;Huesca;04 ARTES GRÁFICAS;0
AMBOS SEXOS;Huesca;Artes gráficas;0
AMBOS SEXOS;Huesca;06 COMERCIO Y MARKETING;0
AMBOS SEXOS;Huesca;Servicios comerciales;0
AMBOS SEXOS;Huesca;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;Huesca;Reforma y mantenimiento de edificios;0
AMBOS SEXOS;Huesca;08 ELECTRICIDAD Y ELECTRÓNICA;11
AMBOS SEXOS;Huesca;Electricidad y electrónica;11
AMBOS SEXOS;Huesca;Instalaciones electrotécnicas y mecánica;0
AMBOS SEXOS;Huesca;10 FABRICACIÓN MECÁNICA;24
AMBOS SEXOS;Huesca;Fabricación de elementos metálicos;0
AMBOS SEXOS;Huesca;Fabricación y montaje;24
AMBOS SEXOS;Huesca;11 HOSTELERÍA Y TURISMO;12
AMBOS SEXOS;Huesca;Actividades de panadería y pastelería;0
AMBOS SEXOS;Huesca;Alojamiento y lavandería;0
AMBOS SEXOS;Huesca;Cocina y restauración;12
AMBOS SEXOS;Huesca;12 IMAGEN PERSONAL;6
AMBOS SEXOS;Huesca;Peluquería y estética;6
AMBOS SEXOS;Huesca;14 INDUSTRIAS ALIMENTARIAS;0
AMBOS SEXOS;Huesca;Industrias alimentarias;0
AMBOS SEXOS;Huesca;16 INFORMÁTICA Y COMUNICACIONES;25
AMBOS SEXOS;Huesca;Informática de oficina;16
AMBOS SEXOS;Huesca;Informática y comunicaciones;9
AMBOS SEXOS;Huesca;17 INSTALACIÓN Y MANTENIMIENTO;0
AMBOS SEXOS;Huesca;Mantenimiento de viviendas;0
AMBOS SEXOS;Huesca;18 MADERA, MUEBLE Y CORCHO;0
AMBOS SEXOS;Huesca;Carpintería y mueble;0
AMBOS SEXOS;Huesca;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Huesca;Actividades marítimo-pesqueras;0
AMBOS SEXOS;Huesca;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
AMBOS SEXOS;Huesca;Actividades domésticas y limpieza de edificios;0
AMBOS SEXOS;Huesca;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Huesca;Arreglo y reparación de artículos textiles y de piel;0
AMBOS SEXOS;Huesca;Tapicería y cortinaje;0
AMBOS SEXOS;Huesca;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;17
AMBOS SEXOS;Huesca;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;Huesca;Mantenimiento de vehículos;17
AMBOS SEXOS;Huesca;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Huesca;Vidriería y alfarería;0
AMBOS SEXOS;Teruel;00 TOTAL;81
AMBOS SEXOS;Teruel;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Teruel;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;Teruel;02 ADMINISTRACIÓN Y GESTIÓN;15
AMBOS SEXOS;Teruel;Servicios administrativos;15
AMBOS SEXOS;Teruel;03 AGRARIA;2
AMBOS SEXOS;Teruel;Actividades agropecuarias;0
AMBOS SEXOS;Teruel;Agro-jardinería y composiciones florales;0
AMBOS SEXOS;Teruel;Aprovechamientos forestales;2
AMBOS SEXOS;Teruel;04 ARTES GRÁFICAS;0
AMBOS SEXOS;Teruel;Artes gráficas;0
AMBOS SEXOS;Teruel;06 COMERCIO Y MARKETING;0
AMBOS SEXOS;Teruel;Servicios comerciales;0
AMBOS SEXOS;Teruel;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;Teruel;Reforma y mantenimiento de edificios;0
AMBOS SEXOS;Teruel;08 ELECTRICIDAD Y ELECTRÓNICA;16
AMBOS SEXOS;Teruel;Electricidad y electrónica;16
AMBOS SEXOS;Teruel;Instalaciones electrotécnicas y mecánica;0
AMBOS SEXOS;Teruel;10 FABRICACIÓN MECÁNICA;6
AMBOS SEXOS;Teruel;Fabricación de elementos metálicos;2
AMBOS SEXOS;Teruel;Fabricación y montaje;4
AMBOS SEXOS;Teruel;11 HOSTELERÍA Y TURISMO;18
AMBOS SEXOS;Teruel;Actividades de panadería y pastelería;0
AMBOS SEXOS;Teruel;Alojamiento y lavandería;0
AMBOS SEXOS;Teruel;Cocina y restauración;18
AMBOS SEXOS;Teruel;12 IMAGEN PERSONAL;2
AMBOS SEXOS;Teruel;Peluquería y estética;2
AMBOS SEXOS;Teruel;14 INDUSTRIAS ALIMENTARIAS;3
AMBOS SEXOS;Teruel;Industrias alimentarias;3
AMBOS SEXOS;Teruel;16 INFORMÁTICA Y COMUNICACIONES;2
AMBOS SEXOS;Teruel;Informática de oficina;0
AMBOS SEXOS;Teruel;Informática y comunicaciones;2
AMBOS SEXOS;Teruel;17 INSTALACIÓN Y MANTENIMIENTO;0
AMBOS SEXOS;Teruel;Mantenimiento de viviendas;0
AMBOS SEXOS;Teruel;18 MADERA, MUEBLE Y CORCHO;3
AMBOS SEXOS;Teruel;Carpintería y mueble;3
AMBOS SEXOS;Teruel;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Teruel;Actividades marítimo-pesqueras;0
AMBOS SEXOS;Teruel;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
AMBOS SEXOS;Teruel;Actividades domésticas y limpieza de edificios;0
AMBOS SEXOS;Teruel;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Teruel;Arreglo y reparación de artículos textiles y de piel;0
AMBOS SEXOS;Teruel;Tapicería y cortinaje;0
AMBOS SEXOS;Teruel;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;14
AMBOS SEXOS;Teruel;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;Teruel;Mantenimiento de vehículos;14
AMBOS SEXOS;Teruel;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Teruel;Vidriería y alfarería;0
AMBOS SEXOS;Zaragoza;00 TOTAL;469
AMBOS SEXOS;Zaragoza;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Zaragoza;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;Zaragoza;02 ADMINISTRACIÓN Y GESTIÓN;94
AMBOS SEXOS;Zaragoza;Servicios administrativos;94
AMBOS SEXOS;Zaragoza;03 AGRARIA;23
AMBOS SEXOS;Zaragoza;Actividades agropecuarias;6
AMBOS SEXOS;Zaragoza;Agro-jardinería y composiciones florales;17
AMBOS SEXOS;Zaragoza;Aprovechamientos forestales;0
AMBOS SEXOS;Zaragoza;04 ARTES GRÁFICAS;8
AMBOS SEXOS;Zaragoza;Artes gráficas;8
AMBOS SEXOS;Zaragoza;06 COMERCIO Y MARKETING;41
AMBOS SEXOS;Zaragoza;Servicios comerciales;41
AMBOS SEXOS;Zaragoza;07 EDIFICACIÓN Y OBRA CIVIL;6
AMBOS SEXOS;Zaragoza;Reforma y mantenimiento de edificios;6
AMBOS SEXOS;Zaragoza;08 ELECTRICIDAD Y ELECTRÓNICA;100
AMBOS SEXOS;Zaragoza;Electricidad y electrónica;83
AMBOS SEXOS;Zaragoza;Instalaciones electrotécnicas y mecánica;17
AMBOS SEXOS;Zaragoza;10 FABRICACIÓN MECÁNICA;24
AMBOS SEXOS;Zaragoza;Fabricación de elementos metálicos;8
AMBOS SEXOS;Zaragoza;Fabricación y montaje;16
AMBOS SEXOS;Zaragoza;11 HOSTELERÍA Y TURISMO;25
AMBOS SEXOS;Zaragoza;Actividades de panadería y pastelería;0
AMBOS SEXOS;Zaragoza;Alojamiento y lavandería;0
AMBOS SEXOS;Zaragoza;Cocina y restauración;25
AMBOS SEXOS;Zaragoza;12 IMAGEN PERSONAL;36
AMBOS SEXOS;Zaragoza;Peluquería y estética;36
AMBOS SEXOS;Zaragoza;14 INDUSTRIAS ALIMENTARIAS;4
AMBOS SEXOS;Zaragoza;Industrias alimentarias;4
AMBOS SEXOS;Zaragoza;16 INFORMÁTICA Y COMUNICACIONES;43
AMBOS SEXOS;Zaragoza;Informática de oficina;3
AMBOS SEXOS;Zaragoza;Informática y comunicaciones;40
AMBOS SEXOS;Zaragoza;17 INSTALACIÓN Y MANTENIMIENTO;2
AMBOS SEXOS;Zaragoza;Mantenimiento de viviendas;2
AMBOS SEXOS;Zaragoza;18 MADERA, MUEBLE Y CORCHO;6
AMBOS SEXOS;Zaragoza;Carpintería y mueble;6
AMBOS SEXOS;Zaragoza;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Zaragoza;Actividades marítimo-pesqueras;0
AMBOS SEXOS;Zaragoza;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
AMBOS SEXOS;Zaragoza;Actividades domésticas y limpieza de edificios;0
AMBOS SEXOS;Zaragoza;24 TEXTIL, CONFECCIÓN Y PIEL;2
AMBOS SEXOS;Zaragoza;Arreglo y reparación de artículos textiles y de piel;2
AMBOS SEXOS;Zaragoza;Tapicería y cortinaje;0
AMBOS SEXOS;Zaragoza;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;55
AMBOS SEXOS;Zaragoza;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;Zaragoza;Mantenimiento de vehículos;55
AMBOS SEXOS;Zaragoza;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Zaragoza;Vidriería y alfarería;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;00 TOTAL;202
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;02 ADMINISTRACIÓN Y GESTIÓN;26
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Servicios administrativos;26
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;03 AGRARIA;2
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Actividades agropecuarias;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Agro-jardinería y composiciones florales;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Aprovechamientos forestales;2
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;04 ARTES GRÁFICAS;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Artes gráficas;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;06 COMERCIO Y MARKETING;13
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Servicios comerciales;13
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Reforma y mantenimiento de edificios;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;08 ELECTRICIDAD Y ELECTRÓNICA;13
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Electricidad y electrónica;13
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Instalaciones electrotécnicas y mecánica;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;10 FABRICACIÓN MECÁNICA;23
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Fabricación de elementos metálicos;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Fabricación y montaje;23
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;11 HOSTELERÍA Y TURISMO;13
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Actividades de panadería y pastelería;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Alojamiento y lavandería;4
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Cocina y restauración;9
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;12 IMAGEN PERSONAL;32
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Peluquería y estética;32
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;14 INDUSTRIAS ALIMENTARIAS;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Industrias alimentarias;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;16 INFORMÁTICA Y COMUNICACIONES;20
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Informática de oficina;20
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Informática y comunicaciones;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;17 INSTALACIÓN Y MANTENIMIENTO;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Mantenimiento de viviendas;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;18 MADERA, MUEBLE Y CORCHO;5
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Carpintería y mueble;5
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Actividades marítimo-pesqueras;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Actividades domésticas y limpieza de edificios;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Arreglo y reparación de artículos textiles y de piel;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Tapicería y cortinaje;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;55
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Mantenimiento de vehículos;55
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;03 ASTURIAS, PRINCIPADO DE;Vidriería y alfarería;0
AMBOS SEXOS;04 BALEARS, ILLES;00 TOTAL;538
AMBOS SEXOS;04 BALEARS, ILLES;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;6
AMBOS SEXOS;04 BALEARS, ILLES;Acceso y Conservación en Instalaciones Deportivas;6
AMBOS SEXOS;04 BALEARS, ILLES;02 ADMINISTRACIÓN Y GESTIÓN;73
AMBOS SEXOS;04 BALEARS, ILLES;Servicios administrativos;73
AMBOS SEXOS;04 BALEARS, ILLES;03 AGRARIA;37
AMBOS SEXOS;04 BALEARS, ILLES;Actividades agropecuarias;0
AMBOS SEXOS;04 BALEARS, ILLES;Agro-jardinería y composiciones florales;35
AMBOS SEXOS;04 BALEARS, ILLES;Aprovechamientos forestales;2
AMBOS SEXOS;04 BALEARS, ILLES;04 ARTES GRÁFICAS;11
AMBOS SEXOS;04 BALEARS, ILLES;Artes gráficas;11
AMBOS SEXOS;04 BALEARS, ILLES;06 COMERCIO Y MARKETING;48
AMBOS SEXOS;04 BALEARS, ILLES;Servicios comerciales;48
AMBOS SEXOS;04 BALEARS, ILLES;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;04 BALEARS, ILLES;Reforma y mantenimiento de edificios;0
AMBOS SEXOS;04 BALEARS, ILLES;08 ELECTRICIDAD Y ELECTRÓNICA;67
AMBOS SEXOS;04 BALEARS, ILLES;Electricidad y electrónica;67
AMBOS SEXOS;04 BALEARS, ILLES;Instalaciones electrotécnicas y mecánica;0
AMBOS SEXOS;04 BALEARS, ILLES;10 FABRICACIÓN MECÁNICA;11
AMBOS SEXOS;04 BALEARS, ILLES;Fabricación de elementos metálicos;0
AMBOS SEXOS;04 BALEARS, ILLES;Fabricación y montaje;11
AMBOS SEXOS;04 BALEARS, ILLES;11 HOSTELERÍA Y TURISMO;91
AMBOS SEXOS;04 BALEARS, ILLES;Actividades de panadería y pastelería;0
AMBOS SEXOS;04 BALEARS, ILLES;Alojamiento y lavandería;0
AMBOS SEXOS;04 BALEARS, ILLES;Cocina y restauración;91
AMBOS SEXOS;04 BALEARS, ILLES;12 IMAGEN PERSONAL;51
AMBOS SEXOS;04 BALEARS, ILLES;Peluquería y estética;51
AMBOS SEXOS;04 BALEARS, ILLES;14 INDUSTRIAS ALIMENTARIAS;0
AMBOS SEXOS;04 BALEARS, ILLES;Industrias alimentarias;0
AMBOS SEXOS;04 BALEARS, ILLES;16 INFORMÁTICA Y COMUNICACIONES;90
