Sexo,Comunidad autónoma/provincia,Ciclo formativo,Total,nivel_ciclo,nivel_ciclo_cod,Ciclo formativo_cod,cluster
AMBOS SEXOS,Granada,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO,0,47,3
AMBOS SEXOS,Granada,Tapicería y cortinaje,6.0,BASICO,0,197,3
AMBOS SEXOS,Granada,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,39.0,BASICO,0,24,3
AMBOS SEXOS,Granada,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO,0,142,3
AMBOS SEXOS,Granada,Mantenimiento de vehículos,39.0,BASICO,0,146,3
AMBOS SEXOS,Granada,26 VIDRIO Y CERÁMICA,0.0,BASICO,0,25,3
AMBOS SEXOS,Granada,Vidriería y alfarería,0.0,BASICO,0,202,3
AMBOS SEXOS,Huelva,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO,0,0,3
AMBOS SEXOS,Huelva,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO,0,26,3
AMBOS SEXOS,Huelva,02 ADMINISTRACIÓN Y GESTIÓN,29.0,BASICO,0,1,3
AMBOS SEXOS,Huelva,Servicios administrativos,29.0,BASICO,0,189,3
AMBOS SEXOS,Huelva,03 AGRARIA,37.0,BASICO,0,2,3
AMBOS SEXOS,Huelva,Actividades agropecuarias,7.0,BASICO,0,29,3
AMBOS SEXOS,Huelva,Agro-jardinería y composiciones florales,24.0,BASICO,0,40,3
AMBOS SEXOS,Huelva,Aprovechamientos forestales,6.0,BASICO,0,46,3
AMBOS SEXOS,Huelva,04 ARTES GRÁFICAS,0.0,BASICO,0,3,3
AMBOS SEXOS,Huelva,Artes gráficas,0.0,BASICO,0,48,3
AMBOS SEXOS,Huelva,06 COMERCIO Y MARKETING,0.0,BASICO,0,5,3
AMBOS SEXOS,Huelva,Servicios comerciales,0.0,BASICO,0,190,3
AMBOS SEXOS,Huelva,07 EDIFICACIÓN Y OBRA CIVIL,0.0,BASICO,0,6,3
AMBOS SEXOS,Huelva,Reforma y mantenimiento de edificios,0.0,BASICO,0,188,3
AMBOS SEXOS,Huelva,08 ELECTRICIDAD Y ELECTRÓNICA,37.0,BASICO,0,7,3
AMBOS SEXOS,Huelva,Electricidad y electrónica,37.0,BASICO,0,91,3
AMBOS SEXOS,Huelva,Instalaciones electrotécnicas y mecánica,0.0,BASICO,0,128,3
AMBOS SEXOS,Huelva,10 FABRICACIÓN MECÁNICA,63.0,BASICO,0,9,3
AMBOS SEXOS,Huelva,Fabricación de elementos metálicos,0.0,BASICO,0,104,3
AMBOS SEXOS,Huelva,Fabricación y montaje,63.0,BASICO,0,107,3
AMBOS SEXOS,Huelva,11 HOSTELERÍA Y TURISMO,45.0,BASICO,0,10,3
AMBOS SEXOS,Huelva,Actividades de panadería y pastelería,0.0,BASICO,0,31,3
AMBOS SEXOS,Huelva,Alojamiento y lavandería,0.0,BASICO,0,41,3
AMBOS SEXOS,Huelva,Cocina y restauración,45.0,BASICO,0,62,3
AMBOS SEXOS,Huelva,12 IMAGEN PERSONAL,6.0,BASICO,0,11,3
AMBOS SEXOS,Huelva,Peluquería y estética,6.0,BASICO,0,167,3
AMBOS SEXOS,Huelva,14 INDUSTRIAS ALIMENTARIAS,13.0,BASICO,0,13,3
AMBOS SEXOS,Huelva,Industrias alimentarias,13.0,BASICO,0,122,3
AMBOS SEXOS,Huelva,16 INFORMÁTICA Y COMUNICACIONES,40.0,BASICO,0,15,3
AMBOS SEXOS,Huelva,Informática de oficina,9.0,BASICO,0,124,3
AMBOS SEXOS,Huelva,Informática y comunicaciones,31.0,BASICO,0,125,3
AMBOS SEXOS,Huelva,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO,0,16,3
AMBOS SEXOS,Huelva,Mantenimiento de viviendas,0.0,BASICO,0,147,3
AMBOS SEXOS,Huelva,"18 MADERA, MUEBLE Y CORCHO",4.0,BASICO,0,17,3
AMBOS SEXOS,Huelva,Carpintería y mueble,4.0,BASICO,0,58,3
AMBOS SEXOS,Huelva,19 MARÍTIMO-PESQUERA,0.0,BASICO,0,18,3
AMBOS SEXOS,Huelva,Actividades marítimo-pesqueras,0.0,BASICO,0,34,3
AMBOS SEXOS,Huelva,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO,0,22,3
AMBOS SEXOS,Huelva,Actividades domésticas y limpieza de edificios,0.0,BASICO,0,32,3
AMBOS SEXOS,Huelva,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO,0,23,3
AMBOS SEXOS,Huelva,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO,0,47,3
AMBOS SEXOS,Huelva,Tapicería y cortinaje,0.0,BASICO,0,197,3
AMBOS SEXOS,Huelva,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,29.0,BASICO,0,24,3
AMBOS SEXOS,Huelva,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO,0,142,3
AMBOS SEXOS,Huelva,Mantenimiento de vehículos,29.0,BASICO,0,146,3
AMBOS SEXOS,Huelva,26 VIDRIO Y CERÁMICA,0.0,BASICO,0,25,3
AMBOS SEXOS,Huelva,Vidriería y alfarería,0.0,BASICO,0,202,3
AMBOS SEXOS,Jaén,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO,0,0,3
AMBOS SEXOS,Jaén,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO,0,26,3
AMBOS SEXOS,Jaén,02 ADMINISTRACIÓN Y GESTIÓN,57.0,BASICO,0,1,3
AMBOS SEXOS,Jaén,Servicios administrativos,57.0,BASICO,0,189,3
AMBOS SEXOS,Jaén,03 AGRARIA,26.0,BASICO,0,2,3
AMBOS SEXOS,Jaén,Actividades agropecuarias,5.0,BASICO,0,29,3
AMBOS SEXOS,Jaén,Agro-jardinería y composiciones florales,21.0,BASICO,0,40,3
AMBOS SEXOS,Jaén,Aprovechamientos forestales,0.0,BASICO,0,46,3
AMBOS SEXOS,Jaén,04 ARTES GRÁFICAS,0.0,BASICO,0,3,3
AMBOS SEXOS,Jaén,Artes gráficas,0.0,BASICO,0,48,3
AMBOS SEXOS,Jaén,06 COMERCIO Y MARKETING,10.0,BASICO,0,5,3
AMBOS SEXOS,Jaén,Servicios comerciales,10.0,BASICO,0,190,3
AMBOS SEXOS,Jaén,07 EDIFICACIÓN Y OBRA CIVIL,7.0,BASICO,0,6,3
AMBOS SEXOS,Jaén,Reforma y mantenimiento de edificios,7.0,BASICO,0,188,3
AMBOS SEXOS,Jaén,08 ELECTRICIDAD Y ELECTRÓNICA,30.0,BASICO,0,7,3
AMBOS SEXOS,Jaén,Electricidad y electrónica,30.0,BASICO,0,91,3
AMBOS SEXOS,Jaén,Instalaciones electrotécnicas y mecánica,0.0,BASICO,0,128,3
AMBOS SEXOS,Jaén,10 FABRICACIÓN MECÁNICA,24.0,BASICO,0,9,3
AMBOS SEXOS,Jaén,Fabricación de elementos metálicos,0.0,BASICO,0,104,3
AMBOS SEXOS,Jaén,Fabricación y montaje,24.0,BASICO,0,107,3
AMBOS SEXOS,Jaén,11 HOSTELERÍA Y TURISMO,21.0,BASICO,0,10,3
AMBOS SEXOS,Jaén,Actividades de panadería y pastelería,0.0,BASICO,0,31,3
AMBOS SEXOS,Jaén,Alojamiento y lavandería,0.0,BASICO,0,41,3
AMBOS SEXOS,Jaén,Cocina y restauración,21.0,BASICO,0,62,3
AMBOS SEXOS,Jaén,12 IMAGEN PERSONAL,13.0,BASICO,0,11,3
AMBOS SEXOS,Jaén,Peluquería y estética,13.0,BASICO,0,167,3
AMBOS SEXOS,Jaén,14 INDUSTRIAS ALIMENTARIAS,6.0,BASICO,0,13,3
AMBOS SEXOS,Jaén,Industrias alimentarias,6.0,BASICO,0,122,3
AMBOS SEXOS,Jaén,16 INFORMÁTICA Y COMUNICACIONES,41.0,BASICO,0,15,3
AMBOS SEXOS,Jaén,Informática de oficina,17.0,BASICO,0,124,3
AMBOS SEXOS,Jaén,Informática y comunicaciones,24.0,BASICO,0,125,3
AMBOS SEXOS,Jaén,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO,0,16,3
AMBOS SEXOS,Jaén,Mantenimiento de viviendas,0.0,BASICO,0,147,3
AMBOS SEXOS,Jaén,"18 MADERA, MUEBLE Y CORCHO",4.0,BASICO,0,17,3
AMBOS SEXOS,Jaén,Carpintería y mueble,4.0,BASICO,0,58,3
AMBOS SEXOS,Jaén,19 MARÍTIMO-PESQUERA,0.0,BASICO,0,18,3
AMBOS SEXOS,Jaén,Actividades marítimo-pesqueras,0.0,BASICO,0,34,3
AMBOS SEXOS,Jaén,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,3.0,BASICO,0,22,3
AMBOS SEXOS,Jaén,Actividades domésticas y limpieza de edificios,3.0,BASICO,0,32,3
AMBOS SEXOS,Jaén,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO,0,23,3
AMBOS SEXOS,Jaén,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO,0,47,3
AMBOS SEXOS,Jaén,Tapicería y cortinaje,0.0,BASICO,0,197,3
AMBOS SEXOS,Jaén,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,10.0,BASICO,0,24,3
AMBOS SEXOS,Jaén,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO,0,142,3
AMBOS SEXOS,Jaén,Mantenimiento de vehículos,10.0,BASICO,0,146,3
AMBOS SEXOS,Jaén,26 VIDRIO Y CERÁMICA,6.0,BASICO,0,25,3
AMBOS SEXOS,Jaén,Vidriería y alfarería,6.0,BASICO,0,202,3
AMBOS SEXOS,Málaga,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO,0,0,3
AMBOS SEXOS,Málaga,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO,0,26,3
AMBOS SEXOS,Málaga,02 ADMINISTRACIÓN Y GESTIÓN,131.0,BASICO,0,1,3
AMBOS SEXOS,Málaga,Servicios administrativos,131.0,BASICO,0,189,3
AMBOS SEXOS,Málaga,03 AGRARIA,43.0,BASICO,0,2,3
AMBOS SEXOS,Málaga,Actividades agropecuarias,16.0,BASICO,0,29,3
AMBOS SEXOS,Málaga,Agro-jardinería y composiciones florales,27.0,BASICO,0,40,3
AMBOS SEXOS,Málaga,Aprovechamientos forestales,0.0,BASICO,0,46,3
AMBOS SEXOS,Málaga,04 ARTES GRÁFICAS,0.0,BASICO,0,3,3
AMBOS SEXOS,Málaga,Artes gráficas,0.0,BASICO,0,48,3
AMBOS SEXOS,Málaga,06 COMERCIO Y MARKETING,55.0,BASICO,0,5,3
AMBOS SEXOS,Málaga,Servicios comerciales,55.0,BASICO,0,190,3
AMBOS SEXOS,Málaga,07 EDIFICACIÓN Y OBRA CIVIL,26.0,BASICO,0,6,3
AMBOS SEXOS,Málaga,Reforma y mantenimiento de edificios,26.0,BASICO,0,188,3
AMBOS SEXOS,Málaga,08 ELECTRICIDAD Y ELECTRÓNICA,72.0,BASICO,0,7,3
AMBOS SEXOS,Málaga,Electricidad y electrónica,72.0,BASICO,0,91,3
AMBOS SEXOS,Málaga,Instalaciones electrotécnicas y mecánica,0.0,BASICO,0,128,3
AMBOS SEXOS,Málaga,10 FABRICACIÓN MECÁNICA,12.0,BASICO,0,9,3
AMBOS SEXOS,Málaga,Fabricación de elementos metálicos,0.0,BASICO,0,104,3
AMBOS SEXOS,Málaga,Fabricación y montaje,12.0,BASICO,0,107,3
AMBOS SEXOS,Málaga,11 HOSTELERÍA Y TURISMO,56.0,BASICO,0,10,3
AMBOS SEXOS,Málaga,Actividades de panadería y pastelería,0.0,BASICO,0,31,3
AMBOS SEXOS,Málaga,Alojamiento y lavandería,2.0,BASICO,0,41,3
AMBOS SEXOS,Málaga,Cocina y restauración,54.0,BASICO,0,62,3
AMBOS SEXOS,Málaga,12 IMAGEN PERSONAL,41.0,BASICO,0,11,3
AMBOS SEXOS,Málaga,Peluquería y estética,41.0,BASICO,0,167,3
AMBOS SEXOS,Málaga,14 INDUSTRIAS ALIMENTARIAS,0.0,BASICO,0,13,3
AMBOS SEXOS,Málaga,Industrias alimentarias,0.0,BASICO,0,122,3
AMBOS SEXOS,Málaga,16 INFORMÁTICA Y COMUNICACIONES,125.0,BASICO,0,15,3
AMBOS SEXOS,Málaga,Informática de oficina,12.0,BASICO,0,124,3
AMBOS SEXOS,Málaga,Informática y comunicaciones,113.0,BASICO,0,125,3
AMBOS SEXOS,Málaga,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO,0,16,3
AMBOS SEXOS,Málaga,Mantenimiento de viviendas,0.0,BASICO,0,147,3
AMBOS SEXOS,Málaga,"18 MADERA, MUEBLE Y CORCHO",15.0,BASICO,0,17,3
AMBOS SEXOS,Málaga,Carpintería y mueble,15.0,BASICO,0,58,3
AMBOS SEXOS,Málaga,19 MARÍTIMO-PESQUERA,0.0,BASICO,0,18,3
AMBOS SEXOS,Málaga,Actividades marítimo-pesqueras,0.0,BASICO,0,34,3
AMBOS SEXOS,Málaga,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,12.0,BASICO,0,22,3
AMBOS SEXOS,Málaga,Actividades domésticas y limpieza de edificios,12.0,BASICO,0,32,3
AMBOS SEXOS,Málaga,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO,0,23,3
AMBOS SEXOS,Málaga,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO,0,47,3
AMBOS SEXOS,Málaga,Tapicería y cortinaje,0.0,BASICO,0,197,3
AMBOS SEXOS,Málaga,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,47.0,BASICO,0,24,3
AMBOS SEXOS,Málaga,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO,0,142,3
AMBOS SEXOS,Málaga,Mantenimiento de vehículos,47.0,BASICO,0,146,3
AMBOS SEXOS,Málaga,26 VIDRIO Y CERÁMICA,0.0,BASICO,0,25,3
AMBOS SEXOS,Málaga,Vidriería y alfarería,0.0,BASICO,0,202,3
AMBOS SEXOS,Sevilla,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO,0,0,3
AMBOS SEXOS,Sevilla,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO,0,26,3
AMBOS SEXOS,Sevilla,02 ADMINISTRACIÓN Y GESTIÓN,168.0,BASICO,0,1,5
AMBOS SEXOS,Sevilla,Servicios administrativos,168.0,BASICO,0,189,5
AMBOS SEXOS,Sevilla,03 AGRARIA,87.0,BASICO,0,2,3
AMBOS SEXOS,Sevilla,Actividades agropecuarias,0.0,BASICO,0,29,3
AMBOS SEXOS,Sevilla,Agro-jardinería y composiciones florales,87.0,BASICO,0,40,3
AMBOS SEXOS,Sevilla,Aprovechamientos forestales,0.0,BASICO,0,46,3
AMBOS SEXOS,Sevilla,04 ARTES GRÁFICAS,0.0,BASICO,0,3,3
AMBOS SEXOS,Sevilla,Artes gráficas,0.0,BASICO,0,48,3
AMBOS SEXOS,Sevilla,06 COMERCIO Y MARKETING,22.0,BASICO,0,5,3
AMBOS SEXOS,Sevilla,Servicios comerciales,22.0,BASICO,0,190,3
AMBOS SEXOS,Sevilla,07 EDIFICACIÓN Y OBRA CIVIL,15.0,BASICO,0,6,3
AMBOS SEXOS,Sevilla,Reforma y mantenimiento de edificios,15.0,BASICO,0,188,3
AMBOS SEXOS,Sevilla,08 ELECTRICIDAD Y ELECTRÓNICA,99.0,BASICO,0,7,3
AMBOS SEXOS,Sevilla,Electricidad y electrónica,99.0,BASICO,0,91,3
AMBOS SEXOS,Sevilla,Instalaciones electrotécnicas y mecánica,0.0,BASICO,0,128,3
AMBOS SEXOS,Sevilla,10 FABRICACIÓN MECÁNICA,78.0,BASICO,0,9,3
AMBOS SEXOS,Sevilla,Fabricación de elementos metálicos,0.0,BASICO,0,104,3
AMBOS SEXOS,Sevilla,Fabricación y montaje,78.0,BASICO,0,107,3
AMBOS SEXOS,Sevilla,11 HOSTELERÍA Y TURISMO,33.0,BASICO,0,10,3
AMBOS SEXOS,Sevilla,Actividades de panadería y pastelería,0.0,BASICO,0,31,3
AMBOS SEXOS,Sevilla,Alojamiento y lavandería,6.0,BASICO,0,41,3
AMBOS SEXOS,Sevilla,Cocina y restauración,27.0,BASICO,0,62,3
AMBOS SEXOS,Sevilla,12 IMAGEN PERSONAL,38.0,BASICO,0,11,3
AMBOS SEXOS,Sevilla,Peluquería y estética,38.0,BASICO,0,167,3
AMBOS SEXOS,Sevilla,14 INDUSTRIAS ALIMENTARIAS,0.0,BASICO,0,13,3
AMBOS SEXOS,Sevilla,Industrias alimentarias,0.0,BASICO,0,122,3
AMBOS SEXOS,Sevilla,16 INFORMÁTICA Y COMUNICACIONES,205.0,BASICO,0,15,5
AMBOS SEXOS,Sevilla,Informática de oficina,55.0,BASICO,0,124,3
AMBOS SEXOS,Sevilla,Informática y comunicaciones,150.0,BASICO,0,125,5
AMBOS SEXOS,Sevilla,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO,0,16,3
AMBOS SEXOS,Sevilla,Mantenimiento de viviendas,0.0,BASICO,0,147,3
AMBOS SEXOS,Sevilla,"18 MADERA, MUEBLE Y CORCHO",7.0,BASICO,0,17,3
AMBOS SEXOS,Sevilla,Carpintería y mueble,7.0,BASICO,0,58,3
AMBOS SEXOS,Sevilla,19 MARÍTIMO-PESQUERA,0.0,BASICO,0,18,3
AMBOS SEXOS,Sevilla,Actividades marítimo-pesqueras,0.0,BASICO,0,34,3
AMBOS SEXOS,Sevilla,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,8.0,BASICO,0,22,3
AMBOS SEXOS,Sevilla,Actividades domésticas y limpieza de edificios,8.0,BASICO,0,32,3
AMBOS SEXOS,Sevilla,"24 TEXTIL, CONFECCIÓN Y PIEL",6.0,BASICO,0,23,3
AMBOS SEXOS,Sevilla,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO,0,47,3
AMBOS SEXOS,Sevilla,Tapicería y cortinaje,6.0,BASICO,0,197,3
AMBOS SEXOS,Sevilla,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,47.0,BASICO,0,24,3
AMBOS SEXOS,Sevilla,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO,0,142,3
AMBOS SEXOS,Sevilla,Mantenimiento de vehículos,47.0,BASICO,0,146,3
AMBOS SEXOS,Sevilla,26 VIDRIO Y CERÁMICA,0.0,BASICO,0,25,3
AMBOS SEXOS,Sevilla,Vidriería y alfarería,0.0,BASICO,0,202,3
AMBOS SEXOS,02 ARAGÓN,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO,0,0,3
AMBOS SEXOS,02 ARAGÓN,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO,0,26,3
AMBOS SEXOS,02 ARAGÓN,02 ADMINISTRACIÓN Y GESTIÓN,125.0,BASICO,0,1,3
AMBOS SEXOS,02 ARAGÓN,Servicios administrativos,125.0,BASICO,0,189,3
AMBOS SEXOS,02 ARAGÓN,03 AGRARIA,35.0,BASICO,0,2,3
AMBOS SEXOS,02 ARAGÓN,Actividades agropecuarias,6.0,BASICO,0,29,3
AMBOS SEXOS,02 ARAGÓN,Agro-jardinería y composiciones florales,17.0,BASICO,0,40,3
AMBOS SEXOS,02 ARAGÓN,Aprovechamientos forestales,12.0,BASICO,0,46,3
AMBOS SEXOS,02 ARAGÓN,04 ARTES GRÁFICAS,8.0,BASICO,0,3,3
AMBOS SEXOS,02 ARAGÓN,Artes gráficas,8.0,BASICO,0,48,3
AMBOS SEXOS,02 ARAGÓN,06 COMERCIO Y MARKETING,41.0,BASICO,0,5,3
AMBOS SEXOS,02 ARAGÓN,Servicios comerciales,41.0,BASICO,0,190,3
AMBOS SEXOS,02 ARAGÓN,07 EDIFICACIÓN Y OBRA CIVIL,6.0,BASICO,0,6,3
AMBOS SEXOS,02 ARAGÓN,Reforma y mantenimiento de edificios,6.0,BASICO,0,188,3
AMBOS SEXOS,02 ARAGÓN,08 ELECTRICIDAD Y ELECTRÓNICA,127.0,BASICO,0,7,3
AMBOS SEXOS,02 ARAGÓN,Electricidad y electrónica,110.0,BASICO,0,91,3
AMBOS SEXOS,02 ARAGÓN,Instalaciones electrotécnicas y mecánica,17.0,BASICO,0,128,3
AMBOS SEXOS,02 ARAGÓN,10 FABRICACIÓN MECÁNICA,54.0,BASICO,0,9,3
AMBOS SEXOS,02 ARAGÓN,Fabricación de elementos metálicos,10.0,BASICO,0,104,3
AMBOS SEXOS,02 ARAGÓN,Fabricación y montaje,44.0,BASICO,0,107,3
AMBOS SEXOS,02 ARAGÓN,11 HOSTELERÍA Y TURISMO,55.0,BASICO,0,10,3
AMBOS SEXOS,02 ARAGÓN,Actividades de panadería y pastelería,0.0,BASICO,0,31,3
AMBOS SEXOS,02 ARAGÓN,Alojamiento y lavandería,0.0,BASICO,0,41,3
AMBOS SEXOS,02 ARAGÓN,Cocina y restauración,55.0,BASICO,0,62,3
AMBOS SEXOS,02 ARAGÓN,12 IMAGEN PERSONAL,44.0,BASICO,0,11,3
AMBOS SEXOS,02 ARAGÓN,Peluquería y estética,44.0,BASICO,0,167,3
AMBOS SEXOS,02 ARAGÓN,14 INDUSTRIAS ALIMENTARIAS,7.0,BASICO,0,13,3
AMBOS SEXOS,02 ARAGÓN,Industrias alimentarias,7.0,BASICO,0,122,3
AMBOS SEXOS,02 ARAGÓN,16 INFORMÁTICA Y COMUNICACIONES,70.0,BASICO,0,15,3
AMBOS SEXOS,02 ARAGÓN,Informática de oficina,19.0,BASICO,0,124,3
AMBOS SEXOS,02 ARAGÓN,Informática y comunicaciones,51.0,BASICO,0,125,3
AMBOS SEXOS,02 ARAGÓN,17 INSTALACIÓN Y MANTENIMIENTO,2.0,BASICO,0,16,3
AMBOS SEXOS,02 ARAGÓN,Mantenimiento de viviendas,2.0,BASICO,0,147,3
AMBOS SEXOS,02 ARAGÓN,"18 MADERA, MUEBLE Y CORCHO",9.0,BASICO,0,17,3
AMBOS SEXOS,02 ARAGÓN,Carpintería y mueble,9.0,BASICO,0,58,3
AMBOS SEXOS,02 ARAGÓN,19 MARÍTIMO-PESQUERA,0.0,BASICO,0,18,3
AMBOS SEXOS,02 ARAGÓN,Actividades marítimo-pesqueras,0.0,BASICO,0,34,3
AMBOS SEXOS,02 ARAGÓN,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO,0,22,3
AMBOS SEXOS,02 ARAGÓN,Actividades domésticas y limpieza de edificios,0.0,BASICO,0,32,3
AMBOS SEXOS,02 ARAGÓN,"24 TEXTIL, CONFECCIÓN Y PIEL",2.0,BASICO,0,23,3
AMBOS SEXOS,02 ARAGÓN,Arreglo y reparación de artículos textiles y de piel,2.0,BASICO,0,47,3
AMBOS SEXOS,02 ARAGÓN,Tapicería y cortinaje,0.0,BASICO,0,197,3
AMBOS SEXOS,02 ARAGÓN,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,86.0,BASICO,0,24,3
AMBOS SEXOS,02 ARAGÓN,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO,0,142,3
AMBOS SEXOS,02 ARAGÓN,Mantenimiento de vehículos,86.0,BASICO,0,146,3
AMBOS SEXOS,02 ARAGÓN,26 VIDRIO Y CERÁMICA,0.0,BASICO,0,25,3
AMBOS SEXOS,02 ARAGÓN,Vidriería y alfarería,0.0,BASICO,0,202,3
AMBOS SEXOS,Huesca,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO,0,0,3
AMBOS SEXOS,Huesca,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO,0,26,3
AMBOS SEXOS,Huesca,02 ADMINISTRACIÓN Y GESTIÓN,16.0,BASICO,0,1,3
AMBOS SEXOS,Huesca,Servicios administrativos,16.0,BASICO,0,189,3
AMBOS SEXOS,Huesca,03 AGRARIA,10.0,BASICO,0,2,3
AMBOS SEXOS,Huesca,Actividades agropecuarias,0.0,BASICO,0,29,3
AMBOS SEXOS,Huesca,Agro-jardinería y composiciones florales,0.0,BASICO,0,40,3
AMBOS SEXOS,Huesca,Aprovechamientos forestales,10.0,BASICO,0,46,3
AMBOS SEXOS,Huesca,04 ARTES GRÁFICAS,0.0,BASICO,0,3,3
AMBOS SEXOS,Huesca,Artes gráficas,0.0,BASICO,0,48,3
AMBOS SEXOS,Huesca,06 COMERCIO Y MARKETING,0.0,BASICO,0,5,3
AMBOS SEXOS,Huesca,Servicios comerciales,0.0,BASICO,0,190,3
AMBOS SEXOS,Huesca,07 EDIFICACIÓN Y OBRA CIVIL,0.0,BASICO,0,6,3
AMBOS SEXOS,Huesca,Reforma y mantenimiento de edificios,0.0,BASICO,0,188,3
AMBOS SEXOS,Huesca,08 ELECTRICIDAD Y ELECTRÓNICA,11.0,BASICO,0,7,3
AMBOS SEXOS,Huesca,Electricidad y electrónica,11.0,BASICO,0,91,3
AMBOS SEXOS,Huesca,Instalaciones electrotécnicas y mecánica,0.0,BASICO,0,128,3
AMBOS SEXOS,Huesca,10 FABRICACIÓN MECÁNICA,24.0,BASICO,0,9,3
AMBOS SEXOS,Huesca,Fabricación de elementos metálicos,0.0,BASICO,0,104,3
AMBOS SEXOS,Huesca,Fabricación y montaje,24.0,BASICO,0,107,3
AMBOS SEXOS,Huesca,11 HOSTELERÍA Y TURISMO,12.0,BASICO,0,10,3
AMBOS SEXOS,Huesca,Actividades de panadería y pastelería,0.0,BASICO,0,31,3
AMBOS SEXOS,Huesca,Alojamiento y lavandería,0.0,BASICO,0,41,3
AMBOS SEXOS,Huesca,Cocina y restauración,12.0,BASICO,0,62,3
AMBOS SEXOS,Huesca,12 IMAGEN PERSONAL,6.0,BASICO,0,11,3
AMBOS SEXOS,Huesca,Peluquería y estética,6.0,BASICO,0,167,3
AMBOS SEXOS,Huesca,14 INDUSTRIAS ALIMENTARIAS,0.0,BASICO,0,13,3
AMBOS SEXOS,Huesca,Industrias alimentarias,0.0,BASICO,0,122,3
AMBOS SEXOS,Huesca,16 INFORMÁTICA Y COMUNICACIONES,25.0,BASICO,0,15,3
AMBOS SEXOS,Huesca,Informática de oficina,16.0,BASICO,0,124,3
AMBOS SEXOS,Huesca,Informática y comunicaciones,9.0,BASICO,0,125,3
AMBOS SEXOS,Huesca,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO,0,16,3
AMBOS SEXOS,Huesca,Mantenimiento de viviendas,0.0,BASICO,0,147,3
AMBOS SEXOS,Huesca,"18 MADERA, MUEBLE Y CORCHO",0.0,BASICO,0,17,3
AMBOS SEXOS,Huesca,Carpintería y mueble,0.0,BASICO,0,58,3
AMBOS SEXOS,Huesca,19 MARÍTIMO-PESQUERA,0.0,BASICO,0,18,3
AMBOS SEXOS,Huesca,Actividades marítimo-pesqueras,0.0,BASICO,0,34,3
AMBOS SEXOS,Huesca,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO,0,22,3
AMBOS SEXOS,Huesca,Actividades domésticas y limpieza de edificios,0.0,BASICO,0,32,3
AMBOS SEXOS,Huesca,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO,0,23,3
AMBOS SEXOS,Huesca,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO,0,47,3
AMBOS SEXOS,Huesca,Tapicería y cortinaje,0.0,BASICO,0,197,3
AMBOS SEXOS,Huesca,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,17.0,BASICO,0,24,3
